FROM	TO	BAYES_FACTOR	POSTERIOR PROBABILITY
South_Dakota	Ohio	1.4082196000818659	0.07954671703144095
Virginia	Ohio	1.0645930895009224	0.06132651927563604
Pennsylvania	Oklahoma	0.4025476372272183	0.0241084323964004
South_Carolina	Oklahoma	1.2158870243582875	0.0694367292523053
South_Dakota	Oklahoma	1.357085501213491	0.07688034662815242
Virginia	Oklahoma	1.4768610197672045	0.08310187756915899
South_Carolina	Pennsylvania	1.4124941506422235	0.07976891456504832
South_Dakota	Pennsylvania	1.416770765953486	0.07999111209865571
Virginia	Pennsylvania	1.468251746391689	0.08265748250194423
South_Dakota	South_Carolina	1.7546120603538051	0.09721142095322742
Virginia	South_Carolina	1.2033525085601497	0.06877013665148317
Virginia	South_Dakota	1.291472859912237	0.07343628485723809
